caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
1849-036,1849-036-01,1849-036-01-01,1849-036-01-01-01-09,3/13/1849,1,48 U.S. 660,,12 L. Ed. 861,1849 U.S. LEXIS 361,1849,508,Taney,,"THE STATE OF MISSOURI, COMPLAINANT, v. THE STATE OF IOWA, RESPONDENT",2/13/1849,2/19/1849,28,30,28,19,9,,,0,,,,,0,1,,,1,1,0,1,0,0,110010,11,3,0,4,,6,600,"act of congress, June 7, 1836",27,25,1,9,0,32,RCGrier,1,1,,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-01,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,25,RBTaney,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-02,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,22,JMcLean,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-03,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,24,JMWayne,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-04,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,27,JCatron,1,2,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-05,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,28,JMcKinley,,,,,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-06,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,29,PVDaniel,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-07,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,30,SNelson,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-08,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,31,LWoodbury,1,1,2,2,,
1850-023,1850-023-01,1850-023-01-01,1850-023-01-01-01-09,2/12/1850,1,49 U.S. 223,,12 L. Ed. 1056,1850 U.S. LEXIS 1668,1850,508,Taney,,"SAMUEL MARSH, WILLIAM E. LEE, AND EDWARD C. DELAVAN, PLAINTIFFS IN ERROR, v. EDWARD BROOKS AND VIRGINIA C., HIS WIFE, FORMERLY VIRGINIA C. REDDICK, CHARLES P. BILLOU AND FRANCES E., HIS WIFE, FORMERLY FRANCES E. REDDICK, WALTER J. REDDICK AND DABNEY C. REDDICK BY ELIZA M. REDDICK, THEIR GUARDIAN, HEIRS AT LAW OF THOMAS F. REDDICK, DECEASED, DEFENDANTS IN ERROR",1/14/1850,,166,,137,,13,,,0,302,19,300,19,0,1,2,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,"6 Statutes at Large, 661",27,25,1,8,0,32,RCGrier,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-01,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,25,RBTaney,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-02,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,22,JMcLean,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-03,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,24,JMWayne,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-04,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,27,JCatron,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-05,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,28,JMcKinley,,,,,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-06,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,29,PVDaniel,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-07,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,30,SNelson,1,2,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-08,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,31,LWoodbury,1,1,2,2,,
1850-057,1850-057-01,1850-057-01-01,1850-057-01-01-01-09,5/7/1850,1,50 U.S. 356,,13 L. Ed. 172,1850 U.S. LEXIS 1429,1850,508,Taney,,"GEORGE S. GAINES, FRANCIS S. LYON AND HIS WIFE, SARAH LYON, JAMES M. DAVENPORT AND HIS WIFE, ALETHAN DAVENPORT, GOODMAN G. GRIFFIN AND HIS WIFE, WILLEY ANN GRIFFIN, GEORGE FREDERICK GLOVER, ANN GAINES GLOVER, LOUISA DAVENPORT GLOVER, MARY THOMPSON, AND MARY A. GLOVER, APPELLANTS, v. ISAAC W. NICHOLSON, POWHATAN B. THERMOND, LEWIS B. BARNES, JOHN T. MOSELEY, S. M. GOODE, AND JOHN HILMAN",4/29/1850,,166,,102,,2,,,0,421,,421,,0,1,,1,1,4,0,1,0,0,80105,8,2,0,4,,6,600,7 Statutes at Large 333,30,25,1,8,0,32,RCGrier,1,1,2,2,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-01,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,25,RBTaney,1,2,1,2,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-02,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,22,JMcLean,2,1,2,1,31,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-03,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,24,JMWayne,2,1,2,1,31,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-04,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,27,JCatron,1,1,1,2,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-05,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,28,JMcKinley,2,1,2,1,31,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-06,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,29,PVDaniel,1,1,1,2,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-07,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,30,SNelson,1,1,1,2,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-08,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,31,LWoodbury,2,2,2,1,,
1850-094,1850-094-01,1850-094-01-01,1850-094-01-01-01-09,1/7/1851,1,51 U.S. 311,,13 L. Ed. 434,1850 U.S. LEXIS 1468,1850,508,Taney,,"THOMAS HENDERSON AND THOMAS CALLOWAY, PLAINTIFFS IN ERROR, v. THE STATE OF TENNESSEE",12/23/1850,,241,,28,50,13,,,0,302,50,300,50,0,1,2,1,1,9,0,0,0,0,90170,9,1,0,3,,9,900,,25,25,1,5,4,32,RCGrier,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-01,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,25,RBTaney,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-02,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,22,JMcLean,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-03,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,24,JMWayne,1,2,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-04,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,27,JCatron,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-05,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,28,JMcKinley,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-06,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,29,PVDaniel,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-07,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,30,SNelson,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-08,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,31,LWoodbury,1,1,1,2,,
1850-116,1850-116-01,1850-116-01-01,1850-116-01-01-01-09,1/28/1851,1,51 U.S. 442,,13 L. Ed. 489,1850 U.S. LEXIS 1475,1850,508,Taney,,"THE UNITED STATES, PLAINTIFFS IN ERROR, v. JEHIEL BROOKS AND OTHERS, DEFENDANTS",1/10/1851,,27,,195,,13,,,0,415,,415,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,,5,509,,24,25,1,9,0,32,RCGrier,1,1,1,2,,
1850-148,1850-148-01,1850-148-01-01,1850-148-01-01-01-01,3/7/1851,1,52 U.S. 437,,13 L. Ed. 761,1850 U.S. LEXIS 1519,1850,508,Taney,,"JOSEPH WEBSTER, PLAINTIFF IN ERROR, v. HUGH T. REID",,,123,,195,,13,,,0,17,19,15,19,0,1,2,1,3,3,0,1,0,0,10580,1,2,0,2,,2,218,,22,25,1,9,0,25,RBTaney,1,1,2,2,,
1850-148,1850-148-01,1850-148-01-01,1850-148-01-01-01-02,3/7/1851,1,52 U.S. 437,,13 L. Ed. 761,1850 U.S. LEXIS 1519,1850,508,Taney,,"JOSEPH WEBSTER, PLAINTIFF IN ERROR, v. HUGH T. REID",,,123,,195,,13,,,0,17,19,15,19,0,1,2,1,3,3,0,1,0,0,10580,1,2,0,2,,2,218,,22,25,1,9,0,22,JMcLean,1,2,2,2,,
1850-148,1850-148-01,1850-148-01-01,1850-148-01-01-01-03,3/7/1851,1,52 U.S. 437,,13 L. Ed. 761,1850 U.S. LEXIS 1519,1850,508,Taney,,"JOSEPH WEBSTER, PLAINTIFF IN ERROR, v. HUGH T. REID",,,123,,195,,13,,,0,17,19,15,19,0,1,2,1,3,3,0,1,0,0,10580,1,2,0,2,,2,218,,22,25,1,9,0,24,JMWayne,1,1,2,2,,
